"App ID","Keyword","App Name","Developer","Rating","Installs","Category","Description","Features"
"com.tiket.gits","Hotel Reservations","tiketcom Hotels and Flights","Tiketcom","4.57","10,000,000+","Travel Local","tiketcom Your Ultimate Travel Companion Wherever you go tiketcom is ready to take you there From book cheap flights discounted hotels train tickets car rentals and exploring concerts and exciting attractionsall in one app at the best prices ALL YOUR TRAVEL NEEDS IN ONE APP With tiketcom your perfect trip is just a tap away Cheap Flight Tickets Find the best flight deals from Garuda Indonesia AirAsia Lion Air Citilink Batik Air Singapore Airlines Qantas Emirates Cathay Pacific ANA JAL and more Exclusive Hotels Staycations Discover luxury hotels budget stays homestays villas and apartments with the best hotel promos Easy Train Ticket Booking Book KAI and Whoosh train tickets online hasslefree for a smooth domestic trip Affordable Car Rentals Airport Transfers Transparent pricing with no hidden fees Enjoy budgetfriendly transport options Top Attractions Events Get tickets for theme parks meet your KPop idols at concerts enjoy sightseeing tours and moreall at special prices WHY CHOOSE tiketcom Exclusive Travel Deals Best Prices Get daily promos and the lowest prices for domestic and international flights hotels and activities Fast Secure A seamless booking system with secure transactions Exclusive Promotions Save more with daily travel deals Trusted by Millions The goto travel app for Indonesian travelers UserFriendly Experience An intuitive app for hasslefree booking One Account More Benefits Blibli tiketcom and RANCH apps can be accessed with a single account within the Blibli Tiket ecosystem No need to log in separately to different applications One point more rewards One loyalty program One account for everything Onetime login for all apps One unified wallet One limit endless possibilities TRUSTED BY MILLIONS AWARDWINNING SERVICE As Indonesias leading travel app tiketcom has been recognized for excellence Gold Award Ministry of Tourism 2021 Forbes Indonesia Top Growth Startup 2018 Superbrand Award Outstanding Service NEED HELP 247 CUSTOMER SUPPORT Our customer care team is ready to assist you anytime WhatsApp 0858 11 500 888 Email cstiketcom YOUR NEXT ADVENTURE STARTS HERE Why wait Book flights hotels and grab exclusive travel deals in seconds Whether its a budgetfriendly getaway or a luxury vacation tiketcom makes travel planning easy and stressfree Download tiketcom now and travel smarter faster and cheaper","['Activity Tracking']"
"com.tripit","Travel Itinerary Planning","TripIt Travel Planner","TripIt Inc","4.6720123","5,000,000+","Travel Local","Join nearly 20 million travelers on the worlds highestrated travel planner app for trip and itinerary organization TRAVEL ITINERARY As soon as you book a flight hotel rental car or other travel plan simply forward it to planstripitcom and well automatically add it to your comprehensive itinerary Seamlessly sync travel plans to your calendar or share them with anyone you choose RESERVATION DETAILS No more frantically searching through your inbox for important details about your travel plans like when your flight gets in or the confirmation number for your hotel Find them in a flash with TripIt even when youre offline Upload PDFs photos boarding passes digital passport QR codes and more to your travel itinerary so you can track everything in one place MAPS AND DIRECTIONS The TripIt app includes all the maprelated tools youll need onthego its great for road trips Plot out your entire trip on Google Maps or Apple Maps Quickly pull up transportation options and driving directions between two points Easily locate the closest restaurants parking ATMs and more TRIPIT PRO For roughly the price of checking your bags upgrade to TripIt Pro to access exclusive travel perks all year long When you upgrade TripIt Pro will do all this for you and more Share realtime flight status alerts and check in reminders Notify you if youre eligible for a refund if your fare price drops after booking Track your reward programs and alert you if points are expiring Navigate you through the airport with interactive maps Your Google Play account will be charged when the purchase is confirmed Your TripIt Pro subscription will be good for 1 year and automatically renew each year at 4899 unless you turn off autorenew at least 24 hours before your term ends To manage your subscription including autorenew visit your Play Store Account Settings FREE TRIPIT PRO FOR SAP CONCUR USERS If your company uses SAP Concur you may receive complimentary TripIt Pro benefits that most travelers have to pay for Make sure youre connected to TripIt to get itineraries created for you as soon as you book and receive a complimentary subscription to TripIt Pro if youre eligible For more information see the TripIt User Agreement httpswwwtripitcomuhpuserAgreement and Privacy Policy httpswwwtripitcomuhpprivacyPolicy","['Activity Tracking']"
"com.wanderlog.android","Travel Itinerary Planning","Wanderlog Trip Planner App","Wanderlog","4.6908603","1,000,000+","Travel Local","The best app to plan a trip Wanderlog is the easiesttouse completely free travel app for planning every kind of trip including road trips and group travel Create a trip itinerary organize flight hotel and car reservations view places to visit on a map and collaborate with friends After your trip share a travel guide to inspire other travelers See flights hotels and attractions in one place like TripIt and Tripcase View road trip plans on a travel map map your route like Roadtrippers Rearrange the order of places easily by draganddrop Planning a road trip Add unlimited stops for free optimize your route view times distances between places and export places to Google Maps Planning group travel Invite friends and collaborate in realtime just like Google Docs Automatically import reservations by forwarding emails or connecting your Gmail Add things to do from top guides with 1 click like Tripadvisor and Google TripsGoogle Travel Access your trip plans offline Pro Add notes and links to your stops Have your trip plans automatically sync across devices Set budgets track expenses and split bills with a group SEE IT ON A MAP Every time you add a place to visit its immediately pinned on your Google Mapsbased travel map No need to pull up different travel apps and websites to organize vacation plans you can do it all in the Wanderlog trip planner app Plus if youre visiting points in order lines will connect the different pins on the map so you can see your route perfect for road trips You can also export all your places to Google Maps too STORE PLANS OFFLINE All your holiday plans are automatically stored offline on the Wanderlog travel planner app especially helpful during a road trip with poor signal and international travel GET ON THE ROAD Looking for the best road trip planner Travelers can plan their driving trips and stops with Wanderlog See your route on a map or try our route optimizer to automatically rearrange and plan your route to save travel time See estimated times distance traveled between places to make sure it all fits and total time and distance traveled for a given day to make sure youre not driving your car too long Plus you can add unlimited stops along your road trip for free COLLABORATE WITH FRIENDS For group travel planning add your trip mates with their email address or by sharing a link to the itinerary Like for Google Docs everyone can collaborate in realtime Set permissions and choose whether people can edit or just view your travel plans STAY ORGANIZED Access flights hotels and attractions in one app Forward flight and hotel confirmation emails to import them directly into your trip plan or connect your Gmail to automatically add them Prefer to keep highlevel plans Make generic lists like Things to do and Restaurants you want to eat at Traveling on a tight schedule and want to create a detailed itinerary Organize your day by adding start and end times perfect for keeping track of tickets and reservations GET INSPIRATION INFORMATION For each place see key info like a description and picture of the place average user ratings with links to reviews opening hours address website and phone number Stay inspired by exploring top travel guides for every city from the web that feature viewpoints attractions and restaurants and from lists from Google Trips and Google Travel as well as by other Wanderlog users and add things to do from those guides to your trip plan with 1 click MANAGE TRIP FINANCES Set a vacation budget for yourself or a group Take control of your spending and keep track of all expenses For a group trip split a bill with other people and easily calculate the cost Keep a record of who paid for what how much money everyone owes or is owed and settle debts between trip mates","['Activity Tracking']"
"com.stippl.stippl","Travel Itinerary Planning","Stippl The Travel Planner","Stippl","3.7349398","100,000+","Travel Local","Transform Your Travel Experience with Stippl Welcome to Stippl your revolutionary travel companion Say goodbye to the hassle of using multiple apps for planning trips Stippl is the firstofitskind allinone travel planner designed to streamline every aspect of your journey from planning and budgeting to packing tracking and cherishing your travel memories PLAN Your Journey Simplified Drag n Drop Planner Effortlessly organize your route Switch destinations adjust nights and craft your perfect itinerary Transportation Whether its by plane train or by car manage your transport in one place Destination management Add stays mustdo activities and your personal notes to any destination Collaborative Planning Plan with friends in one shared environment Booking overview See whats booked and whats next on your booking list BUDGET Smart Financial Control Expense Estimator Add your upfront costs and get a clear forecast of your travel budget OntheGo Expense Tracking Record expenses and monitor paid and pending amounts Group Expenses Split and settle bills within your travel group PACK HassleFree Preparation PreDefined Packing Lists Start with our carefully curated packing lists Shared Packing Lists Collaborate assign travel members on items that need to be packed once Highfive when youre all packed and ready to go TRAVEL PROFILE Your Travel Hub Favourite Places Save and share your favourite spots Connect Follow friends and family share recommendations and track each others journeys Travel Memories Keep all your travel experiences in one place JOURNAL REELS Your Stories Beautifully Told Photo and Story Journal Document your journey as it unfolds AutoGenerated Travel Reels Turn your photos into stunning reels ready to share with the world DISCOVER Unlimited Inspiration Explore Itineraries Browse through itineraries created by the community and amazing travel influencers CopyPaste Adventure See a journey you love Grab it tweak it and make it yours Embark on a Seamless Journey with Stippl Prepare to turn every trip into an unforgettable story with Stippl","['Activity Tracking']"
"app.getroadie.android","Travel Itinerary Planning","Roadie road trip planner rv","Ori App Studio","4.13","100,000+","Travel Local","Plan epic road trips with Roadie Its a clean and simple route planner for roadtrippers and campers like you no matter if you map out your annual crosscountry road trip or you live the vanlife dream and explore the world in your campervan Nothing beats the freedom of the open road Plan your trip itinerary on an interactive map and pin as many locations on the map as you need Search locations of attractions trails or national parks and save points of interest in a list You can now add your personal notes to every stop See distances connecting the road trip waypoints and know the driving times between multiple stops Easily plan your time on the road and your gas and fuel consumption Change the order of places to visit with an easy to use draganddrop Use the app offline while you drive on the highway and never miss out on attractions and sights along your route Start the navigation with one click in your preferred navigation app and get driving directions in Google Maps or Waze Share your trip like Google My Maps Share your trip and collaborate with friends on finding the most interesting sights and the best places to stay the night Find interesting places along the route like Roadtrippers Use search shortcuts to quickly find good restaurants interesting sights or good value campsites Type pizza or beach in the search to display these places on the map Or just click on any place or POI in the map and add it to your list of stops or starred places Mark your favorite places Star places to visit and save them for later on the interactive map You can add a note to be reminded of why you want to visit this place Once you are on the highway or you map out your next road trip it is easy for you to see if one of your saved places is nearby and you can add it to your route Export and import your route Make backups and share your route with other Roadie users Export and import your route data to and from GPX files Were constantly updating and improving the app and its functionality If you think something is missing or if you have any other feedback please share your idea with us Just write an email to supportgetroadieapp","[]"
"com.tripadvisor.tripadvisor","Travel Itinerary Planning","Tripadvisor Plan Book Trips","Tripadvisor","4.4716625","100,000,000+","Travel Local","With the Tripadvisor app youve got guidance from millions of travelers and everything you need to explore plan and book any kind of tripright in your pocket With everything from toprated experiences to hidden gem restaurants the app lets you find save and book it all in one place Want to hop on a tour last minute Score tickets in a few quick taps Looking for a hotel the whole family will love Book in the app and earn rewards for future family vacays Discover new things as you go or map it all out ahead of timehowever you like to plan weve got you covered Earn rewards on every stay Get 5 back in Tripadvisor Rewards when you book hotels in the app Use your rewards to save on a future stay Plan all in one place Save and book your favorite hotels restaurants and experiences Get custom recs based on your saves with AI trip builder Keep all your itineraries trip ideas and bookings organized in one place Go with the flow Discover toprated recs nearby wherever you are Stay flexible with free cancellation on most experiences Never miss a thing with notifications tailored to your trip Get traveler recs Browse real reviews to get the inside scoop from travelers whove been there Tap into the worlds largest travel community for tips and advice wherever whenever Save time with AI summaries which gives you a quick overview of what travelers are saying","[]"
"io.lambus.app","Travel Itinerary Planning","Lambus Travel Planner","Lambus GmbH","4.3365383","100,000+","Travel Local","Lambus Your allinone travel companion Conquer the world with ease and plan your next adventure with Lambus the ultimate travel app that has everything you need for your trip From trip planning to organizing your documents to managing expenses weve got it all under control so you can focus on your adventure Whether youre traveling solo or on a group adventure Lambus is your reliable companion on every trip Simply plan experience more So much world so little time Thats why weve made itinerary planning as easy as possible Mark your destinations as stops and add interesting places effortlessly Want to change something No problem Move or delete your stops in a snap Planning your trip has never been so easy Import itineraries made easy Whether youre planning a bike tour motorcycle tour or hiking adventure with Lambus you can easily import gpx files from popular manufacturers like Garmin and all participants of your trip will have instant access to the itineraries Or you can simply create a new route directly in our route planner Everything in one place No more chaos in your documents No more confusing lists and lost emails With Lambus you collect all your travel documents in one safe place So you and your travel companions can access them at any time even offline Keep travel expenses under control Lambus makes it easy to keep track of your travel expenses Youre on a group trip and want to split the expenses No problem Well even do the math for you Just fill in the form calculate your debts and pay directly Manage practical notes Whether you want to share your Airbnb PIN code with the group create a packing list or just jot down your passport number Lambus helps you manage notes easily and securely Get inspired Still no idea where to go next Browse through our Discover feature and get inspired by the many destinations Whether its an exciting road trip through the USA a city break in a European metropolis or a relaxing beach vacation youll find it here Every day we publish exciting trips with stops and travel tips Book your tickets With our transportation feature you can not only plan routes between stops but also easily deposit or book your transportation Once you book your tickets they are automatically added to your travel documents Visiting more than one place Lambus is the ultimate travel app for backpackers road trippers and world travelers Plan your next adventure effortlessly with our innovative travel planner What are you waiting for Download Lambus and start your next adventure with us","['Activity Tracking']"
"com.funliday.app","Travel Itinerary Planning","Funliday Travel planner","Funliday Inc","3.8545454","500,000+","Travel Local","Fun Holiday Funliday The best trip planning App in the world Funliday is a trip planning app that makes your trip easier helps you to manage your trips find local attractions and get directions We support iOS Android and desktop platforms Funliday providers thousands of destinations you can easily explore all of the places you are interested in and simply add them to your itinerary You can also organize schedules and routes as well as access all other useful information for your trip Key Features Explore attractions all over the world Easy to organize your trip Support travel group collaborative editing Invite friends to join travel group Offers offline trip Provides drivingwalkingpublic transit direction Share your trip itinerary by email WhatsApp and Line Support desktop platform Like it love it Leave us feedback and a rating to let us know Were all ears for your suggestions on how to improve so if youve got any or even if you just want to say hi drop us a message at prevengersfunlidaycom Have fun on holidays","[]"
"com.waze","Navigation and Maps","Waze Navigation Live Traffic","Waze","4.1437597","500,000,000+","Maps Navigation","Know whats ahead on the road with the help from other drivers Waze is a live map that harnesses the local knowledge of tens of millions of drivers around the world Drivers safely and confidently reach their everyday destinations thanks to Waze maps GPS navigation live traffic updates realtime safety alerts including roadworks accidents crashes police potholes and more and accurate ETAs Make your next drive more predictable and stressfree Get there faster with realtime directions accurate ETAs and automatic rerouting based on live traffic incidents and road closures Even if you know the way avoid surprises on the road ahead with safety alerts for accidents crashes roadworks objects on the road potholes speed bumps sharp curves bad weather emergency vehicles railway crossings and more Steer clear of tickets by knowing where police and red light and speed cameras are located Share whats happening on the road with other drivers by reporting live incidents and hazards Stay informed of upcoming speed limit changes and keep your speedometer in check Know which lane to be in with multilane guidance See toll pricing and choose to avoid tolls along your routes Add road passes and vignettes for HOV lanes and restricted traffic zones Find petrolfuel stations and prices and EV charging stations along your route Locate and compare parking lots and their prices near your destination Use voiceguided turnbyturn navigation from a variety of languages local accents and your favourite celebrities Plan your next drive by checking ETAs by future departure or arrival times Use your favourite audio apps for podcasts music news audiobooks directly within Waze Sync Waze to your cars builtin display through Android Auto Some features are not available in all countries Waze navigation is not intended for emergency or oversized vehicles You can manage your inapp Waze privacy settings at any time Learn more about the Waze privacy policy here wwwwazecomlegalprivacy","[]"
"com.huawei.maps.app","Navigation and Maps","Petal Maps GPS Navigation","Petal Maps Team","4.2782607","100,000,000+","Maps Navigation","Petal Maps is a unique map that lets you explore the world around you in new ways Available in over 160 countries and regions it provides realtime traffic conditions lanelevel guidance nearby services various map layers traffic events place favorites and loads more Realtime traffic data for faster and safer travel Recommends the quickest shortest and least congested route based on a combination of realtime traffic conditions and your personal preferences You can even add multiple stops to your routes Explore your route options and familiarize yourself with the way in advance Provides accurate lanelevel guidance for more precise navigation helping you find your way through a wide variety of complex scenarios with ease Allows you to report police locations road closures accidents and more Youll be able to see things reported by other users too Supports navigating via HUAWEI WATCH 3 GT2 and GT3 series watches with multiple modes of travel available including walking cycling and public transportation Lets you download offline maps so you can keep navigating even without an Internet connection Information for tons of local businesses Discover great local businesses through recommendations You can even use voice search to find places to eat drink and hang out Conveniently search for gas stations parking lots and loads more allowing you to travel worryfree Organize your favorite places by dividing them into separate lists with their own icons Keep your devices in sync with each other by syncing your data to the cloud with HUAWEI Mobile Cloud or Dropbox Maintain the map together Help others decide where to go by rating and reviewing places on the map Add new places and report or edit incorrect information You can send us questions and suggestions in the following ways Your feedback will be dealt with as soon as possible Provide feedback in the app via Me Help Feedback Other channels Facebookhttpswwwfacebookcompetalmapsglobal Twitterhttpstwittercompetalmaps Instagramhttpswwwinstagramcompetalmaps Some features are only available in certain countriesregions","[]"
"com.google.android.apps.maps","Navigation and Maps","Google Maps","Google LLC","3.2232406","10,000,000,000+","Travel Local","Explore and navigate the world with confidence using Google Maps Find the best routes with live traffic data and realtime GPS navigation for driving walking cycling and public transport Discover over 250 million businesses and places from restaurants and shops to everyday essentials with photos reviews and helpful information Navigate the world the way you want Get to where you need to go with fuelefficient route options Find the best route with realtime turnbyturn voice and on screen navigation Save time with automatic rerouting based on live traffic incidents and road closures Catch the bus train and rideshare effortlessly with realtime updates Find bike or scooter rentals to get around more easily Plan trips and experiences effortlessly Preview an area before you go eg parking entrances with Street View Use Immersive View to experience what landmarks parks and routes look like and even check the weather so you can be ready in advance Create custom lists of your favorite saved places and share with others Order delivery and takeout make reservations and book hotels Dont get lost with offline maps in an area with bad signal Search for local places and things to do and decide based on user reviews and photos Discover and explore like a local Explore with confidence knowing 500 million users contribute and keep the map up to date each year Avoid the crowds by seeing how busy a place is before you get there Use Lens in Maps to see walking directions overlaid on the real world Filter restaurants by cuisine hours price rating and more Ask questions about a place from dishes to parking and get quick answers Add tiles and complications to your Wear OS device to quickly search and navigate Some features not available in all countries or cities Navigation isnt intended to be used by oversized or emergency vehicles","[]"
"com.virtualmaze.offlinemapnavigationtracker","Navigation and Maps","Offline Map Navigation","VirtualMaze","4.2557077","5,000,000+","Maps Navigation","Ever found yourself lost with no cellphone tower signal Use our offline maps to locate yourself search for places and get accurate turnbyturn driving directions to navigate safely back home Planning a holiday Search offline and find nearby hotels restaurants and other points of interest easily during your trips Our app ensures efficient travel planning with precise ETA weather updates and the ability to add multiple waypoints Whether youre driving biking cycling or walking always have peace of mind with our app by your side Offline Map Navigation is your trustworthy backup ready to assist you whenever you need it most Key Features TurnbyTurn Navigation Receive route instructions Multiple Modes Find the fastest routes for car motorbike bicycle or walking Supports Android Auto Automotive use Offline Map Navigation on your cars display Offline Points of Interest Locate nearby hotels restaurants hospitals ATMs banks charging stations and shopping places without an internet connection Junction View Navigate complex intersections with ease Voice Guidance Get accurate voice instructions in multiple languages Lane Guidance Clear information on turn lanes EV Routing Includes charging station information for electric vehicles Weather Updates Realtime weather details for your location MultiStop Routes Add multiple waypoints for optimised paths and precise ETA Automatic Rerouting Stay on track with instant rerouting Target Compass Navigate directly to any destination with precision Alternative Routes Choose from multiple route suggestions Share Routes Easily share route instructions Save Locations Save favourite locations for quick access Fast GPS Enjoy quick GPS updates Day and Night Modes Clear maps for any time of day Downloadable Maps Use maps offline Offline Search Find locations and addresses without internet Overspeed Alerts Stay safe with speed alerts Local Events Discover local events UserCreated Attractions Explore attractions created by users Full Offline Functionality All features work both online and offline Why Choose Offline Map Navigation Save on Roaming Charges Use offline maps to save money Efficient Travel Planning Save locations add waypoints and find optimised routes Share Trip Plans Easily share your trip details MultiLanguage Support Available in various languages Comprehensive Coverage Access maps and navigation for various regions worldwide UserFriendly Interface Enjoy an intuitive and easytouse interface Regular Updates Benefit from regular updates and improvements High Accuracy Depend on precise and reliable navigation Customisation Options Personalise your navigation experience with various settings Community Contributions Explore usergenerated content and local insights Privacy Focused Navigate securely with a focus on privacy Wear OS Integration Synchronise with your Wear OS smartwatch for seamless turnbyturn navigation Steps to Use Wear OS Support 1 Install the app on both your Android device and Wear OS smartwatch 2 Open the app on both devices and complete the setup 3 Start navigation on your mobile device 4 Receive navigation instructions on your Wear OS device Disclaimer Offline Map Navigation is a GPSbased app that uses your location while using the app or all the time even in the background for accurate positioning and navigation guidance","['Activity Tracking']"
"com.voice.navigation.driving.voicegps.map.directions","Navigation and Maps","GPS Voice Navigation Live Map","DroidDeveloper","4.7188497","5,000,000+","Maps Navigation","Whether you are a regular driver hiker or travel enthusiast getting lost could be the worst thing that could ever happen to you Its time to put aside the paper maps and embrace technology The best and most uptodate free GPS Route Planner with voice navigation is here for you to download Just free up your hands now and give simple voice commands to plan the shortest route on your smartphone Only with this Voice Navigation App can you locate accurately drive safely and arrive anywhere always on time Voice GPS Navigation Go straight after 500 Meters then turn left Now is time to listen and dont get distracted by checking your smartphones instructions from time to time We can finally focus on the wheel thanks to this free Voice Navigation GPS Offline Plan the shortest route Drive safely and drive smartly Route Planner with Free Voice GPS Navigation helps you avoid any traffic and find the fastest alternate route to your destination on GPS maps Always on schedule and simple to operate with simple voice commands Input destination with voice commands Busy with both hands but need a detour immediately Rearrange your route by speaking to your smartphone with this direction finder app It is now possible thanks to this voice route planner Accurately and fast the Voice JPS grasps every word you say Plan perfect route through voice now Search nearby places Grocery hotel parking lot and etc all you need will be showed on the offline maps Always uptodate and easy to use no matter you are in Barcelona Paris or Tokyo Ideal for travel lover you wont miss any places of interest and local bars since you have this little free Voice Navigation for Driving in your pocket Radar Map Your third eye This Voice GPS Location informs you correctly where the speed cameras are Say goodbye to fines Stay Calm and drive safely with this GPS Map Camera OverSpeed Alerts Traffic alerts GPS Speedometer This GPS Navigator alerts you to slow down while you are overspeeding and tells you how fast you are driving So smart that you dont need to worry your road safety Dont miss the Route Planner GPS Voice with GPS Voice Navigation feature Through voice recognition to find the best route There are more incoming features such as maps offline weather GPS offline Come download the best GPS Navigation map with voice for free now and enjoy new experience with Voice Driving Directions","['Activity Tracking']"
"com.generalmagic.magicearth","Navigation and Maps","Magic Earth Navigation Maps","Magic Lane International BV","4.14375","1,000,000+","Maps Navigation","Find the best route to your destination even without an internet connection Magic Earth uses OpenStreetMap data and a powerful search engine to offer you the optimal routes for driving biking hiking and public transportation PRIVACY FIRST We do not track you We do not profile you We do not trade in your personal data moreover we do not have it MAPS Save big on mobile internet costs and navigate reliably with offline maps powered by OpenStreetMap 233 countries and regions are ready to be downloaded Choose between 2D 3D and Satellite map views Get ready for travel and know every detail of your route like surface difficulty distance and elevation profile Learn more about the points of interest near you from Wikipedia articles Spot nearby parking places to easily park your car Stay uptodate and enjoy regular free map updates AI DASHCAM Improve safe driving and avoid accidents Receive alerts to potential problems on the road and record your trip AI DashCam features Driver Assistance warnings and Dash Cam functionality Avoid collisions and accidents with Driver Assistance warnings Headway Warning Forward Collision Warning Pedestrian Collision Warning Lane Departure Warning Leaving Lane Warning Stop Go Assist Record the road ahead during navigation to have an aid in the event of a collision or incident Driver Assistance warnings and Recordings are available when the device is on a car mount in landscape mode with a clear view of the road ahead AI DashCam with Driver Assistance warnings and Dash Cam functionality requires Android 7 or later NAVIGATION Find the fastest or the shortest route to your destination when you travel by car bike on foot or with public transport Plan your route with multiple waypoints Stay safe with the free Headup Display HUD feature which projects the most important navigation info onto the windshield of your car Know in advance which lane to take with precise turnbyturn navigation and lane assistance Get notified about speed cameras and stay up to date with current speed limits TRAFFIC INFO Get realtime traffic info updated every minute Discover alternative routes that avoid the traffic jams and save you time on the road PUBLIC TRANSPORT Get around town quickly and easily Choose from public transit routes that combine all transportation modes bus metro subway light rail train ferry Get walking directions transfer times departure times number of stops And when available the cost Find wheelchair or bike friendly public transportation WEATHER View current temperature and local weather forecast for your favorite locations See what weather conditions to expect in the next hours and view the forecast for the next 10 days NOTES Some features are not available in all countries Some features require internet connection","['Activity Tracking']"
"com.mapswithme.maps.pro","Navigation and Maps","MAPSME Offline maps GPS Nav","Maps_Me","4.0801687","50,000,000+","Travel Local","Fast detailed and entirely offline maps with turnbyturn navigation trusted by over 140 million travelers worldwide OFFLINE MAPS Save mobile data no internet is required NAVIGATION Use driving walking and cycle navigation anywhere in the world TRAVEL GUIDES Save you time planning the trip and never miss an interesting place with our readymade travel guides Whether you prefer city travel car trips or outdoor activities you will find a great choice of guides for a perfect journey INCREDIBLY DETAILED Directions to points of interest POI hiking trails and places missing from other maps UPTODATE Maps are updated by millions of OpenStreetMap contributors daily OSM is an opensource alternative to popular map services FAST AND RELIABLE Offline search GPS navigation along with optimized maps to effectively save memory space BOOKMARKS Save locations you love and share them with your friends AVAILABLE WORLDWIDE Essential for home and travel Paris France Check Amsterdam Netherlands Check Barcelona Spain Check New York Chicago Florida Las Vegas Nevada Seattle San Francisco California USA Check Rome Italy Check London UK Check AND MORE Search through different categories eg restaurants cafes tourist attractions hotels ATMs and public transport metro bus Make hotel bookings via Bookingcom directly from the app Share your location via text message or social media When cycling or walking the app shows whether the way is uphill or downhill Continued use of GPS running in the background can dramatically decrease battery life If you have any questions visit our Help Center supportmapsme If you are unable to find the answer to your question contact us at feedbackmapsme Follow us on FB httpwwwfacebookcommapswithme Twitter MAPS_ME","[]"
"com.sygic.aura","Navigation and Maps","Sygic GPS Navigation Maps","Sygic","4.1519423","50,000,000+","Maps Navigation","Sygic GPS Navigation Maps is innovative GPS navigation app with monthlyupdated offline maps and with precise live traffic speed camera alerts both updated in real time Its trusted by more than 200 million drivers worldwide Offline 3D maps are stored on your phone for GPS navigation without an internet connection We update the maps multiple times per year for free so that you can always rely on Sygic GPS Navigation NAVIGATE ANYWHERE EVEN WITHOUT AN INTERNET CONNECTION 3D Offline maps of all countries in the world from TomTom and other providers Free map updates multiple times per year Voiceguided GPS navigation with precise directions and spoken street names Millions of interesting Places POI Pedestrian GPS navigation with walking directions and tourist attractions POI Satellite Maps search for your target address point of interest or favorites in the satellite view Customize your navigation arrow Try everyday car van or even formula ESCAPE THE TRAFFIC Avoid traffic jams with the most accurate real time traffic information with data collected from more than 200 million users worldwide ANDROID AUTO CONNECTIVITY Just connect your phone to your cars screen and stay focused on the road You can use your cars touchscreen knobs or buttons to control the app STAY SAFE Advanced safety features make driving in unfamiliar territories easier Speed limit warnings show you the current speed limit and the upcoming speed limit changes Dynamic Lane Assistant guides you into the correct lane Headup Display HUD projects navigation onto the windshield of your car making driving at night safer Sign recognition detects speed limits from traffic signs as you drive Dashcam records the road ahead and automatically saves video in case of an accident Real View Navigation is an augmented reality feature for even better and safer driving experience Cockpit shows you the real time performance of your car Real time route sharing lets you share your estimated time of arrival current position on a map Wrongway warning in partnership with Bosch If you are driving in the wrong way or someone is driving in the opposite direction we will warn you SAVE MONEY ALONG YOUR ROUTE Park easily with parking place suggestions and live info about prices and availability Set your fuel type and fill up for the best price with live information about fuel prices Avoid speeding tickets with Speed camera warnings Save money on roaming charges with offline maps Do you want to find out how it feels to have Premium Try our 7day trial for free and discover all Premium features After that you can decide if you want to prolong your subscription or use basic features only Should you have any questions please visit sygiccomsupport We are here for you 7 days a week If you like our app please leave a review or spread the word at sygiccomlove Thank you for your support Please note that this feature requires an internet connection Note Sharing videos from Dashcam is forbidden by law in these countries Austria Belgium Luxembourg Switzerland Slovakia Spain Note 2 Dashcam Traffic Sign Recognition and Real View are part of the new feature SmartCam SmartCam merge all camera features into one The SmartCam is a part of our Premium subscription Wrongway driver feature is available in Sygic GPS Navigation for Android version 222 or higher More information about features can be find in glossary httpswwwsygiccomwhatis By installing copying or using all or any portion of this software you accept all the terms and conditions of this agreement httpswwwsygiccomcompanyeula","['Activity Tracking']"
"com.GPSnavigation.drivingdirections.GPS.Maps.voiceGPS","Navigation and Maps","GPS Navigation GPS Maps","Appstark Tech","4.4615383","100,000+","Maps Navigation","Looking for a reliable way to get directions on maps Our GPS Navigation GPS Maps Driving directions app is your perfect travel companion GPS Route Finder is offering accurate GPS Voice navigation and realtime driving directions to help you reach your destination effortlessly Get directions whether youre commuting daily or traveling to new places our voice GPS driving directions ensure a smooth journey Navigate confidently with the latest GPS Maps traffic updates and smart route planning With this GPS Route Finder youll never get lost againjust enter your destination and let GPS Navigation guide you with clear driving directions Features of GPS Navigation GPS Maps GPS Navigation Route Finder With maps app get turnbyturn driving directions on navigation maps with realtime traffic updates using GPS voice navigation Voice GPS Driving Directions Navigate using voice GPS driving directions and get nearby directions with voice navigation Driving directions with Turnbyturn voice navigation for walking through GPS Route Finder option with our Maps app GPS navigation map direction Access detailed GPS Maps with the internet using turnbyturn GPS Navigation app With Navigator and Directions App you can easily find the fastest routes get turnbyturn voice guidance and explore new places with confidence GPS maps voice navigation Find the easy and shortest routes to your destination With GPS Maps voice navigation GPS voice navigation live map Experience seamless travel with GPS Voice Navigation Live Map providing realtime directions voiceguided navigation and accurate route mapping for a smooth safe journey Nearby Directions Discover restaurants fuel stations and essential locations easily How to Use 1 Open the GPS Navigation app and allow location access 2 Enter your destination in the search bar 3 Select your preferred route from the available GPS Maps 4 Follow the driving directions on the screen or use voice GPS driving directions for live navigation 5 Enjoy a smooth ride with realtime traffic updates and alternative routes In conclusion our GPS App is a musthave tool for smooth GPS navigation With detailed maps realtime traffic updates and accurate road maps youll never lose your way This GPS App ensures smooth travel by providing precise voice GPS instructions making every journey stressfree Whether youre exploring new places or daily commuting our directions app offers the accurate route suggestions Stay ahead with the most reliable GPS App featuring highquality maps and smart road maps for effortless driving Let our advanced voice GPS guide you turn by turn making this directions app your goto travel assistant","[]"
